Date,Death,Latitude,Longitude,Recovered,States,Total Cases,Active
2020-05-17,243,22.9734,78.6569,2315,Madhya Pradesh,4789,2231
2020-05-17,1135,19.7515,75.7139,7088,Maharashtra,30706,22483
2020-05-17,0,24.6637,93.9063,2,Manipur,7,5
2020-05-17,1,25.467,91.3662,11,Meghalaya,13,1
2020-05-17,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-17,3,20.9517,85.0985,196,Odisha,737,538
2020-05-17,1,11.9416,79.8083,9,Puducherry,13,3
2020-05-17,32,31.1471,75.3412,1257,Punjab,1946,657
2020-05-17,126,27.0238,74.2179,2839,Rajasthan,4960,1995
2020-05-17,74,11.1271,78.6569,3538,Tamil Nadu,10585,6973
2020-05-17,34,18.1124,79.0193,971,Telengana,1509,504
2020-05-17,0,23.9408,91.9882,64,Tripura,167,103
2020-05-17,104,26.8467,80.9462,2441,Uttar Pradesh,4258,1713
2020-05-17,1,30.0668,79.0193,51,Uttarakhand,88,36
2020-05-17,232,22.9868,87.855,872,West Bengal,2576,1472
2020-05-18,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-18,50,15.9129,79.74,1456,Andhra Pradesh,2407,901
2020-05-18,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-18,2,26.2006,92.9376,41,Assam,101,58
2020-05-18,8,25.0961,85.3131,475,Bihar,1262,779
2020-05-18,3,30.7333,76.7794,51,Chandigarh,191,137
2020-05-18,0,21.2787,81.8661,59,Chhattisgarh,86,27
2020-05-18,0,,,0,Dadar Nagar Haveli,1,1
2020-05-18,160,28.7041,77.1025,4485,Delhi,10054,5409
2020-05-18,0,15.2993,74.124,7,Goa,29,22
2020-05-18,659,22.2587,71.1924,4499,Gujarat,11379,6221
2020-05-18,14,29.0588,76.0856,562,Haryana,910,334
2020-05-18,3,31.1048,77.1734,44,Himachal Pradesh,80,33
2020-05-18,13,33.7782,76.5762,575,Jammu and Kashmir,1183,595
2020-05-18,3,23.6102,85.2799,113,Jharkhand,223,107
2020-05-18,37,15.3173,75.7139,509,Karnataka,1147,601
2020-05-18,4,10.8505,76.2711,497,Kerala,601,100
2020-05-18,0,34.2996,78.2932,24,Ladakh,43,19
2020-05-18,248,22.9734,78.6569,2403,Madhya Pradesh,4977,2326
2020-05-18,1198,19.7515,75.7139,7688,Maharashtra,33053,24167
2020-05-18,0,24.6637,93.9063,2,Manipur,7,5
2020-05-18,1,25.467,91.3662,11,Meghalaya,13,1
2020-05-18,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-18,4,20.9517,85.0985,220,Odisha,828,604
2020-05-18,1,11.9416,79.8083,9,Puducherry,13,3
2020-05-18,35,31.1471,75.3412,1366,Punjab,1964,563
2020-05-18,131,27.0238,74.2179,2992,Rajasthan,5202,2079
2020-05-18,78,11.1271,78.6569,4172,Tamil Nadu,11224,6974
2020-05-18,34,18.1124,79.0193,992,Telengana,1551,525
2020-05-18,0,23.9408,91.9882,85,Tripura,167,82
2020-05-18,104,26.8467,80.9462,2441,Uttar Pradesh,4259,1714
2020-05-18,1,30.0668,79.0193,52,Uttarakhand,92,39
2020-05-18,238,22.9868,87.855,959,West Bengal,2677,1480
2020-05-19,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-19,50,15.9129,79.74,1552,Andhra Pradesh,2474,872
2020-05-19,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-19,2,26.2006,92.9376,41,Assam,107,64
2020-05-19,9,25.0961,85.3131,494,Bihar,1391,888
2020-05-19,3,30.7333,76.7794,54,Chandigarh,196,139
2020-05-19,0,21.2787,81.8661,59,Chhattisgarh,93,34
2020-05-19,0,,,0,Dadar Nagar Haveli,1,1
2020-05-19,168,28.7041,77.1025,4485,Delhi,10054,5401
2020-05-19,0,15.2993,74.124,7,Goa,38,31
2020-05-19,694,22.2587,71.1924,4804,Gujarat,11745,6247
2020-05-19,14,29.0588,76.0856,598,Haryana,928,316
2020-05-19,3,31.1048,77.1734,44,Himachal Pradesh,90,43
2020-05-19,15,33.7782,76.5762,609,Jammu and Kashmir,1289,665
2020-05-19,3,23.6102,85.2799,113,Jharkhand,223,107
2020-05-19,37,15.3173,75.7139,530,Karnataka,1246,679
2020-05-19,4,10.8505,76.2711,497,Kerala,630,129
2020-05-19,0,34.2996,78.2932,41,Ladakh,43,2
2020-05-19,252,22.9734,78.6569,2435,Madhya Pradesh,5236,2549
2020-05-19,1249,19.7515,75.7139,8437,Maharashtra,35058,25372
2020-05-19,0,24.6637,93.9063,2,Manipur,7,5
2020-05-19,1,25.467,91.3662,11,Meghalaya,13,1
2020-05-19,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-19,4,20.9517,85.0985,220,Odisha,876,652
2020-05-19,1,11.9416,79.8083,9,Puducherry,18,8
2020-05-19,37,31.1471,75.3412,1547,Punjab,1980,396
2020-05-19,138,27.0238,74.2179,3218,Rajasthan,5507,2151
2020-05-19,81,11.1271,78.6569,4406,Tamil Nadu,11760,7273
2020-05-19,35,18.1124,79.0193,1000,Telengana,1597,562
2020-05-19,0,23.9408,91.9882,85,Tripura,167,82
2020-05-19,118,26.8467,80.9462,2783,Uttar Pradesh,4605,1704
2020-05-19,1,30.0668,79.0193,52,Uttarakhand,93,40
2020-05-19,244,22.9868,87.855,1006,West Bengal,2825,1575
2020-05-20,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-20,52,15.9129,79.74,1621,Andhra Pradesh,2532,859
2020-05-20,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-20,4,26.2006,92.9376,41,Assam,142,97
2020-05-20,9,25.0961,85.3131,534,Bihar,1498,955
2020-05-20,3,30.7333,76.7794,57,Chandigarh,200,140
2020-05-20,0,21.2787,81.8661,59,Chhattisgarh,101,42
2020-05-20,0,,,0,Dadar Nagar Haveli,1,1
2020-05-20,168,28.7041,77.1025,4750,Delhi,10554,5636
2020-05-20,0,15.2993,74.124,7,Goa,46,39
2020-05-20,719,22.2587,71.1924,5043,Gujarat,12140,6378
2020-05-20,14,29.0588,76.0856,627,Haryana,964,323
2020-05-20,3,31.1048,77.1734,47,Himachal Pradesh,92,42
2020-05-20,17,33.7782,76.5762,653,Jammu and Kashmir,1317,647
2020-05-20,3,23.6102,85.2799,127,Jharkhand,231,101
2020-05-20,40,15.3173,75.7139,544,Karnataka,1397,813
2020-05-20,4,10.8505,76.2711,497,Kerala,642,141
2020-05-20,0,34.2996,78.2932,43,Ladakh,43,0
2020-05-20,258,22.9734,78.6569,2630,Madhya Pradesh,5465,2577
2020-05-20,1325,19.7515,75.7139,9639,Maharashtra,37136,26172
2020-05-20,0,24.6637,93.9063,2,Manipur,9,7
2020-05-20,1,25.467,91.3662,12,Meghalaya,13,0
2020-05-20,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-20,5,20.9517,85.0985,277,Odisha,978,696
2020-05-20,1,11.9416,79.8083,9,Puducherry,18,8
2020-05-20,38,31.1471,75.3412,1642,Punjab,2002,322
2020-05-20,143,27.0238,74.2179,3337,Rajasthan,5845,2365
2020-05-20,84,11.1271,78.6569,4895,Tamil Nadu,12448,7469
2020-05-20,38,18.1124,79.0193,1010,Telengana,1634,586
2020-05-20,0,23.9408,91.9882,116,Tripura,173,57
2020-05-20,123,26.8467,80.9462,2918,Uttar Pradesh,4926,1885
2020-05-20,1,30.0668,79.0193,52,Uttarakhand,111,58
2020-05-20,250,22.9868,87.855,1074,West Bengal,2961,1637
2020-05-21,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-21,53,15.9129,79.74,1640,Andhra Pradesh,2602,909
2020-05-21,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-21,4,26.2006,92.9376,48,Assam,170,118
2020-05-21,10,25.0961,85.3131,571,Bihar,1674,1093
2020-05-21,3,30.7333,76.7794,57,Chandigarh,202,142
2020-05-21,0,21.2787,81.8661,59,Chhattisgarh,115,56
2020-05-21,0,,,0,Dadar Nagar Haveli,1,1
2020-05-21,176,28.7041,77.1025,5192,Delhi,11088,5720
2020-05-21,0,15.2993,74.124,7,Goa,50,43
2020-05-21,749,22.2587,71.1924,5219,Gujarat,12537,6569
2020-05-21,14,29.0588,76.0856,648,Haryana,993,331
2020-05-21,3,31.1048,77.1734,54,Himachal Pradesh,110,53
2020-05-21,18,33.7782,76.5762,678,Jammu and Kashmir,1390,694
2020-05-21,3,23.6102,85.2799,127,Jharkhand,231,101
2020-05-21,41,15.3173,75.7139,556,Karnataka,1462,865
2020-05-21,4,10.8505,76.2711,502,Kerala,666,160
2020-05-21,0,34.2996,78.2932,43,Ladakh,44,1
2020-05-21,267,22.9734,78.6569,2733,Madhya Pradesh,5735,2735
2020-05-21,1390,19.7515,75.7139,10318,Maharashtra,39297,27589
2020-05-21,0,24.6637,93.9063,2,Manipur,25,23
2020-05-21,1,25.467,91.3662,12,Meghalaya,14,1
2020-05-21,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-21,6,20.9517,85.0985,307,Odisha,1052,739
2020-05-21,0,11.9416,79.8083,9,Puducherry,18,9
2020-05-21,38,31.1471,75.3412,1794,Punjab,2005,173
2020-05-21,147,27.0238,74.2179,3404,Rajasthan,6015,2464
2020-05-21,87,11.1271,78.6569,5882,Tamil Nadu,13191,7222
2020-05-21,40,18.1124,79.0193,1015,Telengana,1661,606
2020-05-21,0,23.9408,91.9882,133,Tripura,173,40
2020-05-21,127,26.8467,80.9462,3066,Uttar Pradesh,5175,1982
2020-05-21,1,30.0668,79.0193,53,Uttarakhand,122,68
2020-05-21,253,22.9868,87.855,1136,West Bengal,3103,1714
2020-05-22,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-22,53,15.9129,79.74,1709,Andhra Pradesh,2647,885
2020-05-22,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-22,4,26.2006,92.9376,54,Assam,203,145
2020-05-22,11,25.0961,85.3131,593,Bihar,1982,1378
2020-05-22,3,30.7333,76.7794,139,Chandigarh,217,75
2020-05-22,0,21.2787,81.8661,59,Chhattisgarh,128,69
2020-05-22,0,,,0,Dadar Nagar Haveli,1,1
2020-05-22,194,28.7041,77.1025,5567,Delhi,11659,5898
2020-05-22,0,15.2993,74.124,7,Goa,52,45
2020-05-22,773,22.2587,71.1924,5488,Gujarat,12905,6644
2020-05-22,15,29.0588,76.0856,681,Haryana,1031,335
2020-05-22,3,31.1048,77.1734,59,Himachal Pradesh,152,90
2020-05-22,20,33.7782,76.5762,684,Jammu and Kashmir,1449,745
2020-05-22,3,23.6102,85.2799,129,Jharkhand,290,158
2020-05-22,41,15.3173,75.7139,571,Karnataka,1605,993
2020-05-22,4,10.8505,76.2711,510,Kerala,690,176
2020-05-22,0,34.2996,78.2932,43,Ladakh,44,1
2020-05-22,270,22.9734,78.6569,2843,Madhya Pradesh,5981,2868
2020-05-22,1454,19.7515,75.7139,11726,Maharashtra,41642,28462
2020-05-22,0,24.6637,93.9063,2,Manipur,25,23
2020-05-22,1,25.467,91.3662,12,Meghalaya,14,1
2020-05-22,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-22,7,20.9517,85.0985,393,Odisha,1103,703
2020-05-22,0,11.9416,79.8083,10,Puducherry,20,10
2020-05-22,39,31.1471,75.3412,1819,Punjab,2028,170
2020-05-22,151,27.0238,74.2179,3485,Rajasthan,6227,2591
2020-05-22,94,11.1271,78.6569,6282,Tamil Nadu,13967,7591
2020-05-22,45,18.1124,79.0193,1035,Telengana,1699,619
2020-05-22,0,23.9408,91.9882,148,Tripura,173,25
2020-05-22,138,26.8467,80.9462,3204,Uttar Pradesh,5515,2173
2020-05-22,1,30.0668,79.0193,54,Uttarakhand,146,91
2020-05-22,259,22.9868,87.855,1193,West Bengal,3197,1745
2020-05-23,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-23,55,15.9129,79.74,1763,Andhra Pradesh,2709,891
2020-05-23,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-23,4,26.2006,92.9376,54,Assam,259,201
2020-05-23,11,25.0961,85.3131,629,Bihar,2177,1537
2020-05-23,3,30.7333,76.7794,178,Chandigarh,218,37
2020-05-23,0,21.2787,81.8661,62,Chhattisgarh,172,110
2020-05-23,0,,,0,Dadar Nagar Haveli,1,1
2020-05-23,208,28.7041,77.1025,5897,Delhi,12319,6214
2020-05-23,0,15.2993,74.124,16,Goa,54,38
2020-05-23,802,22.2587,71.1924,5880,Gujarat,13268,6586
2020-05-23,16,29.0588,76.0856,706,Haryana,1067,345
2020-05-23,3,31.1048,77.1734,59,Himachal Pradesh,168,106
2020-05-23,20,33.7782,76.5762,720,Jammu and Kashmir,1489,749
2020-05-23,3,23.6102,85.2799,136,Jharkhand,308,169
2020-05-23,41,15.3173,75.7139,597,Karnataka,1743,1105
2020-05-23,4,10.8505,76.2711,512,Kerala,732,216
2020-05-23,0,34.2996,78.2932,43,Ladakh,44,1
2020-05-23,272,22.9734,78.6569,3089,Madhya Pradesh,6170,2809
2020-05-23,1517,19.7515,75.7139,12583,Maharashtra,44582,30482
2020-05-23,0,24.6637,93.9063,2,Manipur,26,24
2020-05-23,1,25.467,91.3662,12,Meghalaya,14,1
2020-05-23,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-23,7,20.9517,85.0985,436,Odisha,1189,746
2020-05-23,0,11.9416,79.8083,10,Puducherry,26,16
2020-05-23,39,31.1471,75.3412,1847,Punjab,2029,143
2020-05-23,153,27.0238,74.2179,3680,Rajasthan,6494,2661
2020-05-23,98,11.1271,78.6569,7128,Tamil Nadu,14753,7527
2020-05-23,45,18.1124,79.0193,1043,Telengana,1761,673
2020-05-23,0,23.9408,91.9882,152,Tripura,175,23
2020-05-23,152,26.8467,80.9462,3238,Uttar Pradesh,5735,2345
2020-05-23,1,30.0668,79.0193,56,Uttarakhand,153,96
2020-05-23,265,22.9868,87.855,1221,West Bengal,3332,1846
2020-05-24,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-24,56,15.9129,79.74,1809,Andhra Pradesh,2757,892
2020-05-24,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-24,4,26.2006,92.9376,55,Assam,329,270
2020-05-24,11,25.0961,85.3131,653,Bihar,2380,1716
2020-05-24,3,30.7333,76.7794,179,Chandigarh,225,43
2020-05-24,0,21.2787,81.8661,64,Chhattisgarh,214,150
2020-05-24,0,,,0,Dadar Nagar Haveli,2,2
2020-05-24,231,28.7041,77.1025,6267,Delhi,12910,6412
2020-05-24,0,15.2993,74.124,16,Goa,55,39
2020-05-24,829,22.2587,71.1924,6169,Gujarat,13664,6666
2020-05-24,16,29.0588,76.0856,750,Haryana,1131,365
2020-05-24,3,31.1048,77.1734,61,Himachal Pradesh,185,121
2020-05-24,21,33.7782,76.5762,774,Jammu and Kashmir,1569,774
2020-05-24,4,23.6102,85.2799,141,Jharkhand,350,205
2020-05-24,42,15.3173,75.7139,608,Karnataka,1959,1309
2020-05-24,4,10.8505,76.2711,515,Kerala,795,276
2020-05-24,0,34.2996,78.2932,43,Ladakh,49,6
2020-05-24,281,22.9734,78.6569,3267,Madhya Pradesh,6371,2823
2020-05-24,1577,19.7515,75.7139,13404,Maharashtra,47190,32209
2020-05-24,0,24.6637,93.9063,4,Manipur,29,25
2020-05-24,1,25.467,91.3662,12,Meghalaya,14,1
2020-05-24,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-24,7,20.9517,85.0985,497,Odisha,1269,765
2020-05-24,0,11.9416,79.8083,10,Puducherry,26,16
2020-05-24,39,31.1471,75.3412,1870,Punjab,2045,136
2020-05-24,160,27.0238,74.2179,3786,Rajasthan,6742,2796
2020-05-24,0,,,0,Sikkim,1,1
2020-05-24,103,11.1271,78.6569,7491,Tamil Nadu,15512,7918
2020-05-24,49,18.1124,79.0193,1065,Telengana,1813,699
2020-05-24,0,23.9408,91.9882,153,Tripura,189,36
2020-05-24,155,26.8467,80.9462,3406,Uttar Pradesh,6017,2456
2020-05-24,2,30.0668,79.0193,56,Uttarakhand,244,186
2020-05-24,269,22.9868,87.855,1281,West Bengal,3459,1909
2020-05-25,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-25,56,15.9129,79.74,1856,Andhra Pradesh,2823,911
2020-05-25,0,28.218000000000004,94.7278,1,Arunachal Pradesh,1,0
2020-05-25,4,26.2006,92.9376,55,Assam,378,319
2020-05-25,13,25.0961,85.3131,702,Bihar,2587,1872
2020-05-25,3,30.7333,76.7794,186,Chandigarh,238,49
2020-05-25,0,21.2787,81.8661,67,Chhattisgarh,252,185
2020-05-25,0,,,0,Dadar Nagar Haveli,2,2
2020-05-25,261,28.7041,77.1025,6540,Delhi,13418,6617
2020-05-25,0,15.2993,74.124,19,Goa,66,47
2020-05-25,858,22.2587,71.1924,6412,Gujarat,14056,6786
2020-05-25,16,29.0588,76.0856,765,Haryana,1184,403
2020-05-25,3,31.1048,77.1734,63,Himachal Pradesh,203,137
2020-05-25,21,33.7782,76.5762,809,Jammu and Kashmir,1621,791
2020-05-25,4,23.6102,85.2799,148,Jharkhand,370,218
2020-05-25,42,15.3173,75.7139,654,Karnataka,2089,1393
2020-05-25,4,10.8505,76.2711,521,Kerala,847,322
2020-05-25,0,34.2996,78.2932,43,Ladakh,52,9
2020-05-25,290,22.9734,78.6569,3408,Madhya Pradesh,6665,2967
2020-05-25,1635,19.7515,75.7139,14600,Maharashtra,50231,33996
2020-05-25,0,24.6637,93.9063,4,Manipur,32,28
2020-05-25,1,25.467,91.3662,12,Meghalaya,14,1
2020-05-25,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-25,7,20.9517,85.0985,550,Odisha,1336,779
2020-05-25,0,11.9416,79.8083,12,Puducherry,41,29
2020-05-25,40,31.1471,75.3412,1898,Punjab,2060,122
2020-05-25,163,27.0238,74.2179,3848,Rajasthan,7028,3017
2020-05-25,0,,,0,Sikkim,1,1
2020-05-25,111,11.1271,78.6569,8324,Tamil Nadu,16277,7842
2020-05-25,53,18.1124,79.0193,1090,Telengana,1854,711
2020-05-25,0,23.9408,91.9882,165,Tripura,191,26
2020-05-25,161,26.8467,80.9462,3538,Uttar Pradesh,6268,2569
2020-05-25,3,30.0668,79.0193,58,Uttarakhand,317,256
2020-05-25,272,22.9868,87.855,1339,West Bengal,3667,2056
2020-05-26,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-26,56,15.9129,79.74,1896,Andhra Pradesh,3110,1158
2020-05-26,0,28.218000000000004,94.7278,1,Arunachal Pradesh,2,1
2020-05-26,4,26.2006,92.9376,62,Assam,526,460
2020-05-26,13,25.0961,85.3131,749,Bihar,2730,1968
2020-05-26,3,30.7333,76.7794,186,Chandigarh,238,49
2020-05-26,0,21.2787,81.8661,72,Chhattisgarh,291,219
2020-05-26,0,,,0,Dadar Nagar Haveli,2,2
2020-05-26,276,28.7041,77.1025,6771,Delhi,14053,7006
2020-05-26,0,15.2993,74.124,19,Goa,67,48
2020-05-26,888,22.2587,71.1924,6636,Gujarat,14460,6936
2020-05-26,16,29.0588,76.0856,765,Haryana,1184,403
2020-05-26,5,31.1048,77.1734,67,Himachal Pradesh,223,151
2020-05-26,23,33.7782,76.5762,809,Jammu and Kashmir,1668,836
2020-05-26,4,23.6102,85.2799,148,Jharkhand,377,225
2020-05-26,44,15.3173,75.7139,705,Karnataka,2182,1433
2020-05-26,5,10.8505,76.2711,532,Kerala,896,359
2020-05-26,0,34.2996,78.2932,43,Ladakh,52,9
2020-05-26,300,22.9734,78.6569,3571,Madhya Pradesh,6859,2988
2020-05-26,1695,19.7515,75.7139,15786,Maharashtra,52667,35186
2020-05-26,0,24.6637,93.9063,4,Manipur,39,35
2020-05-26,1,25.467,91.3662,12,Meghalaya,14,1
2020-05-26,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-26,0,26.1584,94.5624,0,Nagaland,3,3
2020-05-26,7,20.9517,85.0985,649,Odisha,1438,782
2020-05-26,0,11.9416,79.8083,12,Puducherry,41,29
2020-05-26,40,31.1471,75.3412,1898,Punjab,2060,122
2020-05-26,167,27.0238,74.2179,3951,Rajasthan,7300,3182
2020-05-26,0,,,0,Sikkim,1,1
2020-05-26,118,11.1271,78.6569,8731,Tamil Nadu,17082,8233
2020-05-26,56,18.1124,79.0193,1164,Telengana,1920,700
2020-05-26,0,23.9408,91.9882,165,Tripura,194,29
2020-05-26,165,26.8467,80.9462,3581,Uttar Pradesh,6532,2786
2020-05-26,3,30.0668,79.0193,58,Uttarakhand,349,288
2020-05-26,278,22.9868,87.855,1414,West Bengal,3816,2124
2020-05-27,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-27,57,15.9129,79.74,2009,Andhra Pradesh,3171,1105
2020-05-27,0,28.218000000000004,94.7278,1,Arunachal Pradesh,2,1
2020-05-27,4,26.2006,92.9376,62,Assam,616,550
2020-05-27,13,25.0961,85.3131,900,Bihar,2983,2070
2020-05-27,4,30.7333,76.7794,187,Chandigarh,266,75
2020-05-27,0,21.2787,81.8661,79,Chhattisgarh,361,282
2020-05-27,0,,,0,Dadar Nagar Haveli,2,2
2020-05-27,288,28.7041,77.1025,7223,Delhi,14465,6954
2020-05-27,0,15.2993,74.124,28,Goa,67,39
2020-05-27,915,22.2587,71.1924,7139,Gujarat,14821,6767
2020-05-27,17,29.0588,76.0856,824,Haryana,1305,464
2020-05-27,5,31.1048,77.1734,67,Himachal Pradesh,247,175
2020-05-27,24,33.7782,76.5762,833,Jammu and Kashmir,1759,902
2020-05-27,4,23.6102,85.2799,175,Jharkhand,426,247
2020-05-27,44,15.3173,75.7139,748,Karnataka,2283,1491
2020-05-27,6,10.8505,76.2711,542,Kerala,963,415
2020-05-27,0,34.2996,78.2932,43,Ladakh,53,10
2020-05-27,305,22.9734,78.6569,3689,Madhya Pradesh,7024,3030
2020-05-27,1792,19.7515,75.7139,16954,Maharashtra,54758,36012
2020-05-27,0,24.6637,93.9063,4,Manipur,39,35
2020-05-27,1,25.467,91.3662,12,Meghalaya,15,2
2020-05-27,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-27,0,26.1584,94.5624,0,Nagaland,4,4
2020-05-27,7,20.9517,85.0985,733,Odisha,1517,777
2020-05-27,0,11.9416,79.8083,12,Puducherry,46,34
2020-05-27,40,31.1471,75.3412,1918,Punjab,2106,148
2020-05-27,170,27.0238,74.2179,4171,Rajasthan,7536,3195
2020-05-27,0,,,0,Sikkim,1,1
2020-05-27,127,11.1271,78.6569,9342,Tamil Nadu,17728,8259
2020-05-27,57,18.1124,79.0193,1284,Telengana,1991,650
2020-05-27,0,23.9408,91.9882,165,Tripura,207,42
2020-05-27,170,26.8467,80.9462,3698,Uttar Pradesh,6548,2680
2020-05-27,4,30.0668,79.0193,64,Uttarakhand,401,333
2020-05-27,283,22.9868,87.855,1486,West Bengal,4009,2240
2020-05-28,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-28,58,15.9129,79.74,2057,Andhra Pradesh,3171,1056
2020-05-28,0,28.218000000000004,94.7278,1,Arunachal Pradesh,2,1
2020-05-28,4,26.2006,92.9376,87,Assam,781,690
2020-05-28,15,25.0961,85.3131,1083,Bihar,3061,1963
2020-05-28,4,30.7333,76.7794,187,Chandigarh,279,88
2020-05-28,0,21.2787,81.8661,83,Chhattisgarh,369,286
2020-05-28,0,,,0,Dadar Nagar Haveli,2,2
2020-05-28,303,28.7041,77.1025,7264,Delhi,15257,7690
2020-05-28,0,15.2993,74.124,37,Goa,68,31
2020-05-28,938,22.2587,71.1924,7549,Gujarat,15195,6708
2020-05-28,18,29.0588,76.0856,838,Haryana,1381,525
2020-05-28,5,31.1048,77.1734,70,Himachal Pradesh,273,198
2020-05-28,26,33.7782,76.5762,854,Jammu and Kashmir,1921,1041
2020-05-28,4,23.6102,85.2799,185,Jharkhand,448,259
2020-05-28,47,15.3173,75.7139,781,Karnataka,2418,1590
2020-05-28,7,10.8505,76.2711,552,Kerala,1004,445
2020-05-28,0,34.2996,78.2932,43,Ladakh,53,10
2020-05-28,313,22.9734,78.6569,3927,Madhya Pradesh,7261,3021
2020-05-28,1897,19.7515,75.7139,17918,Maharashtra,56948,37133
2020-05-28,0,24.6637,93.9063,4,Manipur,44,40
2020-05-28,1,25.467,91.3662,12,Meghalaya,20,7
2020-05-28,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-28,0,26.1584,94.5624,0,Nagaland,4,4
2020-05-28,7,20.9517,85.0985,733,Odisha,1593,853
2020-05-28,0,11.9416,79.8083,12,Puducherry,46,34
2020-05-28,40,31.1471,75.3412,1918,Punjab,2139,181
2020-05-28,173,27.0238,74.2179,4457,Rajasthan,7703,3073
2020-05-28,0,,,0,Sikkim,1,1
2020-05-28,133,11.1271,78.6569,9909,Tamil Nadu,18545,8503
2020-05-28,63,18.1124,79.0193,1284,Telengana,2098,751
2020-05-28,0,23.9408,91.9882,165,Tripura,230,65
2020-05-28,182,26.8467,80.9462,3991,Uttar Pradesh,6991,2818
2020-05-28,4,30.0668,79.0193,79,Uttarakhand,469,386
2020-05-28,289,22.9868,87.855,1578,West Bengal,4192,2325
2020-05-29,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-29,59,15.9129,79.74,2125,Andhra Pradesh,3251,1067
2020-05-29,0,28.218000000000004,94.7278,1,Arunachal Pradesh,3,2
2020-05-29,4,26.2006,92.9376,104,Assam,856,748
2020-05-29,15,25.0961,85.3131,1211,Bihar,3296,2070
2020-05-29,4,30.7333,76.7794,189,Chandigarh,288,95
2020-05-29,0,21.2787,81.8661,83,Chhattisgarh,399,316
2020-05-29,0,,,0,Dadar Nagar Haveli,2,2
2020-05-29,316,28.7041,77.1025,7495,Delhi,16281,8470
2020-05-29,0,15.2993,74.124,38,Goa,69,31
2020-05-29,960,22.2587,71.1924,8003,Gujarat,15562,6599
2020-05-29,19,29.0588,76.0856,881,Haryana,1504,604
2020-05-29,5,31.1048,77.1734,70,Himachal Pradesh,276,201
2020-05-29,27,33.7782,76.5762,859,Jammu and Kashmir,2036,1150
2020-05-29,4,23.6102,85.2799,212,Jharkhand,469,253
2020-05-29,47,15.3173,75.7139,834,Karnataka,2533,1652
2020-05-29,7,10.8505,76.2711,555,Kerala,1088,526
2020-05-29,0,34.2996,78.2932,43,Ladakh,73,30
2020-05-29,321,22.9734,78.6569,4050,Madhya Pradesh,7453,3082
2020-05-29,1982,19.7515,75.7139,18616,Maharashtra,59546,38948
2020-05-29,0,24.6637,93.9063,5,Manipur,55,50
2020-05-29,1,25.467,91.3662,12,Meghalaya,21,8
2020-05-29,0,23.1645,92.9376,1,Mizoram,1,0
2020-05-29,0,26.1584,94.5624,0,Nagaland,18,18
2020-05-29,7,20.9517,85.0985,887,Odisha,1660,766
2020-05-29,0,11.9416,79.8083,14,Puducherry,51,37
2020-05-29,40,31.1471,75.3412,1946,Punjab,2158,172
2020-05-29,180,27.0238,74.2179,4817,Rajasthan,8067,3070
2020-05-29,0,,,0,Sikkim,1,1
2020-05-29,145,11.1271,78.6569,10548,Tamil Nadu,19372,8679
2020-05-29,67,18.1124,79.0193,1345,Telengana,2256,844
2020-05-29,0,23.9408,91.9882,167,Tripura,242,75
2020-05-29,197,26.8467,80.9462,4215,Uttar Pradesh,7170,2758
2020-05-29,4,30.0668,79.0193,79,Uttarakhand,500,417
2020-05-29,295,22.9868,87.855,1668,West Bengal,4536,2573
2020-05-30,0,11.7401,92.6586,33,Andaman and Nicobar Islands,33,0
2020-05-30,59,15.9129,79.74,2125,Andhra Pradesh,3251,1067
